Address,Transaction ID,Total Committed Amount in Algo,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov,period-15-voting-session-1-measure-1,period-15-voting-session-1-measure-2,period-15-voting-session-1-measure-3,period-15-voting-session-1-measure-4,period-15-voting-session-1-measure-5,period-15-voting-session-1-measure-6,period-15-voting-session-1-measure-7,period-15-voting-session-1-measure-8,period-15-voting-session-1-measure-9,period-15-voting-session-1-measure-10,period-15-voting-session-1-measure-11,period-15-voting-session-1-measure-12,period-15-voting-session-1-measure-13,period-15-voting-session-1-measure-14,period-15-voting-session-1-measure-15,period-15-voting-session-1-measure-16,period-15-voting-session-1-measure-17,period-15-voting-session-1-measure-18,period-15-voting-session-1-measure-19,period-15-voting-session-1-measure-20,period-15-voting-session-1-measure-21,period-15-voting-session-1-measure-22
RDV4UAYEFFQ4ZV3C5KRYOAUY7IHEERHDTFXL7BUFA3GSOP2CIVC344QSQU,E5JP2TG6OBND77M2XJQXNZAMNPJOLDFQY5YJR7MSOWECC7U5GFRQ,7613245747,7613245747,0,,2025-07-02 01:47:45.449885+00:00,,,No,{'a': 7613245747},{'a': 7613245747},{'a': 7613245747},{'b': 7613245747},{'a': 7613245747},{'a': 7613245747},{'a': 7613245747},{'b': 7613245747},{'a': 7613245747},{'b': 7613245747},{'b': 7613245747},{'b': 7613245747},{'b': 7613245747},{'a': 7613245747},{'a': 7613245747},{'a': 7613245747},{'b': 7613245747},{'b': 7613245747},{'b': 7613245747},{'b': 7613245747},{'a': 7613245747},{'a': 7613245747}
AQQ3CETWOPHRCJKW32CVVDTG5W22TO3NP3MNECESTVX52S6VFLJ5EBBR6E,AFAII6SYHXDGM442HAOAMBGJMBNNJWCEF6OKZDKENXBDBOAY5UJQ,1082443926,1082443926,0,,2025-07-02 01:42:22.672937+00:00,,,No,{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'b': 1082443926},{'a': 1082443926},{'b': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926},{'a': 1082443926}
CABNURNH4XTIMPZCZS64SXY2D3IJOOMCX7E5BPW6UQTDNZQMVO34MNUA74,MKEI6PJA4LCDS6M6JL3YIATSRCG26ZODANPC5HFXMN2KM6JRHJ4A,3743883433,3743883433,0,,2025-07-02 01:41:24.074739+00:00,,,No,{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'c': 3743883433},{'b': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433},{'a': 3743883433}
LRLSUX4F3NLMWXIFJTXGWI4PNFOIHKURJLFM6JAC4QBG4UZABQ5F4E33KI,UKSMWA6POTDH7HCEB5FPVBYFGQGY237WBEGEXSGNBUFFSWHKL2HQ,10000000000,10000000000,0,,2025-07-02 01:33:58.285276+00:00,,,No,{'a': 10000000000},{'b': 10000000000},{'a': 10000000000},{'b': 10000000000},{'a': 10000000000},{'a': 10000000000},{'a': 10000000000},{'b': 10000000000},{'a': 10000000000},{'a': 10000000000},{'b': 10000000000},{'b': 10000000000},{'b': 10000000000},{'a': 10000000000},{'a': 10000000000},{'a': 10000000000},{'a': 10000000000},{'a': 10000000000},{'a': 10000000000},{'b': 10000000000},{'a': 10000000000},{'b': 10000000000}
4LOUBPNNF45CELPN7QU4F6D7TVD653FOZE2VEGZL5B3LZLKGHG3PKCIY3I,M2O7KBG3DN4TF6QME5WQI7W2VYW4O3N5SZBJ3SA6XZFD4LKY2IBA,5800000000,5800000000,0,,2025-07-02 01:28:17.234504+00:00,,,No,{'c': 5800000000},{'a': 5800000000},{'a': 5800000000},{'b': 5800000000},{'a': 5800000000},{'a': 5800000000},{'a': 5800000000},{'b': 5800000000},{'a': 5800000000},{'b': 5800000000},{'b': 5800000000},{'b': 5800000000},{'b': 5800000000},{'a': 5800000000},{'a': 5800000000},{'a': 5800000000},{'b': 5800000000},{'b': 5800000000},{'b': 5800000000},{'b': 5800000000},{'a': 5800000000},{'b': 5800000000}
YXJORAMLRTGLJFQP47QTYPBSMMNPZS37W7KCQHKSYQ3E2SYL46VEUKV3IQ,QN5OQZYIRDJHDWHUMHUSGRRTJSX3QPQPYICQUEQUVIUYRCKOZ3RA,30000000000,30000000000,0,,2025-07-02 01:06:44.721142+00:00,,,No,{'a': 30000000000},{'a': 30000000000},{'a': 30000000000},{'b': 30000000000},{'a': 30000000000},{'a': 30000000000},{'a': 30000000000},{'b': 30000000000},{'a': 30000000000},{'b': 30000000000},{'b': 30000000000},{'b': 30000000000},{'b': 30000000000},{'b': 30000000000},{'a': 30000000000},{'a': 30000000000},{'b': 30000000000},{'b': 30000000000},{'b': 30000000000},{'b': 30000000000},{'a': 30000000000},{'a': 30000000000}
SYY5VMH3QTDZSF4QFXIS7ZMTL54FCEX7NTUMMGY4YI3POSZMP4VQMLR4LY,TOSJYH7ANPF4DYU37NZJ7DRXXDWDX33BCAKIMFKWQH3QCUXOSWCA,5000000000,5000000000,0,,2025-07-02 00:59:40.777835+00:00,,,No,{'a': 5000000000},{'a': 5000000000},{'a': 5000000000},{'b': 5000000000},{'a': 5000000000},{'a': 5000000000},{'a': 5000000000},{'b': 5000000000},{'a': 5000000000},{'c': 5000000000},{'a': 5000000000},{'b': 5000000000},{'b': 5000000000},{'b': 5000000000},{'b': 5000000000},{'a': 5000000000},{'b': 5000000000},{'b': 5000000000},{'c': 5000000000},{'a': 5000000000},{'a': 5000000000},{'c': 5000000000}
SARGCZROFK5O4WILCTGSOOQZIHONXIPQGKGXFH5MBE4U5DU6FU7CQ6NC7U,KJ2SWXWYHQOD54OEJONRWBT4NHTSBX3S7WWBCPBKDJJRJ75QZAVQ,13646351603,13646351603,0,,2025-07-02 00:51:23.332174+00:00,,,No,{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603},{'a': 13646351603}
NSXC577MP5F4LZXY6QHLFGTB4ZH3WMDA3MN2YSZK6E6THHUACIPLJ7DBXA,U3BR3H35G2YY37IORZIAVKCKTY6YACVMEYDXKNJZF3V2F52VGQWQ,8509103941,8509103941,0,,2025-07-02 00:32:45.676877+00:00,,,No,{'a': 8509103941},{'a': 8509103941},{'a': 8509103941},{'b': 8509103941},{'a': 8509103941},{'a': 8509103941},{'a': 8509103941},{'b': 8509103941},{'a': 8509103941},{'b': 8509103941},{'b': 8509103941},{'b': 8509103941},{'b': 8509103941},{'a': 8509103941},{'a': 8509103941},{'a': 8509103941},{'b': 8509103941},{'b': 8509103941},{'b': 8509103941},{'b': 8509103941},{'a': 8509103941},{'a': 8509103941}
3WPDGWTO4T5LSPHEVOFFRXII4K6A47U2CAXRR6LEEG5ACEYUID5HCKBGEM,OTCXIZ3FYCZKDNFL2BGR4RVWHDVAZHKLAYD3HXT4QPFH5O2EFNZQ,9313099462,9313099462,0,,2025-07-02 00:31:55.233748+00:00,,,No,{'a': 9313099462},{'a': 9313099462},{'a': 9313099462},{'c': 9313099462},{'a': 9313099462},{'c': 9313099462},{'c': 9313099462},{'c': 9313099462},{'a': 9313099462},{'c': 9313099462},{'c': 9313099462},{'c': 9313099462},{'c': 9313099462},{'a': 9313099462},{'c': 9313099462},{'a': 9313099462},{'c': 9313099462},{'c': 9313099462},{'c': 9313099462},{'a': 9313099462},{'c': 9313099462},{'a': 9313099462}
EIAVKPBBUZBHGI347W3AXD5TGLNHBG25PEKOBONUO2RVNL5JZBFOGRSQNA,I5ALFG5DKEBMIRGKWTCL76W7H4KGEIDU5PQKYTEQLV2RRUD7CURA,31863262456,50000000,31813262456,,2025-07-02 00:11:07.117308+00:00,,,No,{'a': 31863262456},{'a': 31863262456},{'a': 31863262456},{'b': 31863262456},{'a': 31863262456},{'a': 31863262456},{'a': 31863262456},{'b': 31863262456},{'a': 31863262456},{'a': 31863262456},{'b': 31863262456},{'b': 31863262456},{'b': 31863262456},{'a': 31863262456},{'a': 31863262456},{'a': 31863262456},{'b': 31863262456},{'b': 31863262456},{'b': 31863262456},{'b': 31863262456},{'b': 31863262456},{'a': 31863262456}
7BUDLQN3AEZXEOCIMWQXFRVCXZUE2QTZRYMVPRXJVMWWRWWHLRGO5KJ6CQ,M5HIAQNSMFSTNXF7MI6A6G3KZV3IEJLG3ZEH67TILSIMBKYBJ7PQ,9869006608,9869006608,0,,2025-07-01 23:55:51.344751+00:00,,,No,{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'b': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'b': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'b': 9869006608},{'b': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'a': 9869006608},{'b': 9869006608},{'a': 9869006608},{'a': 9869006608}
W4ERAHSGOLQHXGFNG4RZQFNY6UACZRZQYC4A5SAQN33QDEFKHEONRTQKTQ,HNOGWFC25LHD6NXQROZONJKEHQ4CC7C3ZBHYQOUM3KNV3XECYJCA,38940819233,38940819233,0,,2025-07-01 23:43:16.894908+00:00,,,No,{'b': 38940819233},{'a': 38940819233},{'a': 38940819233},{'a': 38940819233},{'a': 38940819233},{'a': 38940819233},{'a': 38940819233},{'b': 38940819233},{'a': 38940819233},{'b': 38940819233},{'b': 38940819233},{'b': 38940819233},{'b': 38940819233},{'a': 38940819233},{'a': 38940819233},{'a': 38940819233},{'b': 38940819233},{'b': 38940819233},{'b': 38940819233},{'b': 38940819233},{'a': 38940819233},{'b': 38940819233}
YCKU7FEYVUSCDCKCK5LSQ3G6YWTOBP5UQMMB3MP6MH5RXD4YE7KMFQ577M,KB34GUKCX7KIHMJN42KF4EP2KDJZMVPC6M54YMXQ4TX7R443BGKQ,300000000,300000000,0,,2025-07-01 23:42:42.965787+00:00,,,No,{'b': 300000000},{'a': 300000000},{'a': 300000000},{'b': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'b': 300000000},{'a': 300000000},{'b': 300000000},{'b': 300000000},{'b': 300000000},{'b': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'b': 300000000},{'b': 300000000},{'b': 300000000},{'b': 300000000},{'a': 300000000},{'b': 300000000}
6NMZ4ZEVY5ZQQISMENFAPBM5HLDD2ZRAGDKV45Q2QLP7LEIH5UXK3QT7NU,NWOREN7IUCLJF6MHD5AKAVYLVKBACAMXNA2MNGMOGJ6BEN63WLWQ,1418266044,1418266044,0,,2025-07-01 23:36:01.809794+00:00,,,No,{'a': 1418266044},{'a': 1418266044},{'a': 1418266044},{'b': 1418266044},{'a': 1418266044},{'a': 1418266044},{'a': 1418266044},{'b': 1418266044},{'a': 1418266044},{'a': 1418266044},{'a': 1418266044},{'b': 1418266044},{'b': 1418266044},{'a': 1418266044},{'a': 1418266044},{'a': 1418266044},{'b': 1418266044},{'b': 1418266044},{'b': 1418266044},{'c': 1418266044},{'a': 1418266044},{'a': 1418266044}
5DARJQNIUTANQWFYQDTUIRJPNZVAZFQ45JHYGPHFFFI5Y3I43XZ3Q677SU,SX7UEGTEE6VNSDO2HDYUPDZDT4X5GJMWC5CHVD65MWJKMNHKQ5AQ,9337261189,0,9337261189,,2025-07-01 22:59:58.342745+00:00,DR4U4FGXHZD3MNWT7L6AR6YJC3G3LQAZJNVLERKEXXFFS5OJSKB3VW6Y2A,,No,{'a': 9337261189},{'a': 9337261189},{'a': 9337261189},{'b': 9337261189},{'a': 9337261189},{'a': 9337261189},{'a': 9337261189},{'b': 9337261189},{'a': 9337261189},{'b': 9337261189},{'b': 9337261189},{'b': 9337261189},{'b': 9337261189},{'a': 9337261189},{'a': 9337261189},{'a': 9337261189},{'b': 9337261189},{'b': 9337261189},{'b': 9337261189},{'b': 9337261189},{'a': 9337261189},{'a': 9337261189}
WBBFU7WGQITTEYQQDV72NCAM5ZTV4LHSODS2IXSPBL57323BOCQKZRR7YY,MCMWSLW27JLKDOHTGWUXPJB7ODVPXQLNHWXXI632PHUX3KZRYL6Q,573420194,0,573420194,,2025-07-01 22:59:44.027432+00:00,DR4U4FGXHZD3MNWT7L6AR6YJC3G3LQAZJNVLERKEXXFFS5OJSKB3VW6Y2A,,No,{'a': 573420194},{'a': 573420194},{'a': 573420194},{'b': 573420194},{'a': 573420194},{'a': 573420194},{'a': 573420194},{'b': 573420194},{'a': 573420194},{'b': 573420194},{'b': 573420194},{'b': 573420194},{'b': 573420194},{'a': 573420194},{'a': 573420194},{'a': 573420194},{'b': 573420194},{'b': 573420194},{'b': 573420194},{'b': 573420194},{'a': 573420194},{'a': 573420194}
EIFVTZRNVBES3CFEZAW2Z4E25AQMQ5UP4IOV27AGFOE5DJ3ILJ5DQL7TAY,7YD43APRZPHVOGXRI3R7SLNNHGJ5ANF2W6LUXN2NFUAJWVFSCKEQ,1572572009,0,1572572009,,2025-07-01 22:59:22.054198+00:00,DR4U4FGXHZD3MNWT7L6AR6YJC3G3LQAZJNVLERKEXXFFS5OJSKB3VW6Y2A,,No,{'a': 1572572009},{'a': 1572572009},{'a': 1572572009},{'b': 1572572009},{'a': 1572572009},{'a': 1572572009},{'a': 1572572009},{'b': 1572572009},{'a': 1572572009},{'b': 1572572009},{'b': 1572572009},{'b': 1572572009},{'b': 1572572009},{'a': 1572572009},{'a': 1572572009},{'a': 1572572009},{'b': 1572572009},{'b': 1572572009},{'b': 1572572009},{'b': 1572572009},{'a': 1572572009},{'a': 1572572009}
4OIBEXB6TJVGELANLLSBV5N7XSBRPYSFW4D72UI5E2YLAT32ZLEWP3JKK4,CK4ERFEKDN2NANV2HRAE5CJSECHEQZQKH4FRL63SMSNWMXTLLPMA,146321238389,8000000000,138321238389,,2025-07-01 22:56:26.930378+00:00,,,No,{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'c': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'b': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'c': 146321238389},{'c': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389},{'c': 146321238389},{'a': 146321238389},{'a': 146321238389},{'a': 146321238389}
DCCZXRAQ3V447C6HEKLJH5A7GBPQVJ4DUUWKZDGAQTY6X7BFLSWOSH6MNQ,4B6MUXJ4U62EE45AVMSBFEZSQAN6TT6J2ADMVRTKAF4QWQ5AX5VA,5096589466,30000000,5066589466,,2025-07-01 22:31:30.985533+00:00,,,No,{'c': 5096589466},{'a': 5096589466},{'a': 5096589466},{'b': 5096589466},{'a': 5096589466},{'a': 5096589466},{'a': 5096589466},{'b': 5096589466},{'a': 5096589466},{'b': 5096589466},{'a': 5096589466},{'b': 5096589466},{'b': 5096589466},{'a': 5096589466},{'a': 5096589466},{'a': 5096589466},{'b': 5096589466},{'b': 5096589466},{'b': 5096589466},{'b': 5096589466},{'a': 5096589466},{'a': 5096589466}
LQOWYM6C2Q6U35AENN572V45XYIU64TAKUGZQIPXZHSOPTXF2JCE6WGWDY,ZHJGLGSJF3M2CUXSBPRVQHIYJZJN3QKOFN4G56ZSCDXBCSNJA42Q,1108452891,20000000,1088452891,,2025-07-01 22:30:23.029746+00:00,,,No,{'c': 1108452891},{'a': 1108452891},{'a': 1108452891},{'b': 1108452891},{'a': 1108452891},{'a': 1108452891},{'a': 1108452891},{'b': 1108452891},{'a': 1108452891},{'b': 1108452891},{'c': 1108452891},{'b': 1108452891},{'b': 1108452891},{'a': 1108452891},{'a': 1108452891},{'a': 1108452891},{'b': 1108452891},{'a': 1108452891},{'b': 1108452891},{'b': 1108452891},{'a': 1108452891},{'a': 1108452891}
MXSSYULIOC5GOKGMUS3RBUKJQKLTPTGYG4SJFSVN7Y4V35QLHCBHGDMDX4,GQLBURYODIH5NFHMCN455L4WLKKVEZPFW6TAMCYN2NN5TWHKD36Q,3973602027,3973602027,0,,2025-07-01 22:23:00.546107+00:00,,,No,{'c': 3973602027},{'a': 3973602027},{'a': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'c': 3973602027},{'b': 3973602027},{'c': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027},{'b': 3973602027}
PW7OSQN33SOCGLQJ6C2FUP5IGBSDST5LAUYFATYP6VP3TYYXRU3QL4YVMQ,MPNZ2224ZB4VHDZ2MTC3SYRXFGTSXRLRTSPDPGKMOXLW3SR2W45A,21633000000,21633000000,0,,2025-07-01 21:47:59.914514+00:00,,,No,{'a': 21633000000},{'b': 21633000000},{'a': 21633000000},{'b': 21633000000},{'b': 21633000000},{'a': 21633000000},{'a': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'a': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'a': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'b': 21633000000},{'a': 21633000000}
TM3XT46AZETWLTXOLS7STYRKAA6UNSWOLWM5NKPK4YZN5A25GLRBZAB5AM,AOMFS3TRE3QSHPURGXWZHYRFWQ24HJHNHZWBSKNUJG5D5RVMN4OA,68158764265,68158764265,0,,2025-07-01 21:45:19.884526+00:00,,,No,{'c': 68158764265},{'a': 68158764265},{'a': 68158764265},{'b': 68158764265},{'a': 68158764265},{'b': 68158764265},{'c': 68158764265},{'b': 68158764265},{'a': 68158764265},{'c': 68158764265},{'c': 68158764265},{'b': 68158764265},{'b': 68158764265},{'b': 68158764265},{'c': 68158764265},{'a': 68158764265},{'b': 68158764265},{'b': 68158764265},{'b': 68158764265},{'b': 68158764265},{'a': 68158764265},{'c': 68158764265}
OWT7LCMWJJ6UCKTFBDROR2YLCJMBAPITTJIHCUIGPMXIQPIK6OTWR4EC7I,G5PWAGKCSDCR2ZCHS7IW2Y7B2VG6YD26SCO246IMXWI7VNF2DGTQ,2888440000,10000000,2878440000,,2025-07-01 21:30:28.571306+00:00,,,No,{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000},{'a': 2888440000}
QAASTPSL5ZR6MT6MJORYE5HB4JJFDZSLH42RSEMAMHIGC2G4DZPC4G5HKQ,SNZT7EVZYK3BOGI6H2DRYIKC2JNDLD5C7HB2DDQJU6RDFR4MBRCQ,50000000000,50000000000,0,,2025-07-01 21:15:14.879087+00:00,,,No,{'c': 50000000000},{'a': 50000000000},{'a': 50000000000},{'b': 50000000000},{'a': 50000000000},{'a': 50000000000},{'c': 50000000000},{'c': 50000000000},{'a': 50000000000},{'a': 50000000000},{'c': 50000000000},{'b': 50000000000},{'c': 50000000000},{'a': 50000000000},{'a': 50000000000},{'a': 50000000000},{'c': 50000000000},{'c': 50000000000},{'c': 50000000000},{'c': 50000000000},{'c': 50000000000},{'a': 50000000000}
OUMZ467QSOAFZJBQU6YZ2LT7WNHFCIBMHDR5R7VXH3LJJACK7CPJFDXSBY,ZDZRTNRTLUC7HVQDAIAURXP246XFFCFNHGADZ2CIGA5CL23VXTEA,104414885712,104414885712,0,,2025-07-01 21:10:23.814044+00:00,,,No,{'c': 104414885712},{'c': 104414885712},{'a': 104414885712},{'b': 104414885712},{'c': 104414885712},{'a': 104414885712},{'c': 104414885712},{'b': 104414885712},{'a': 104414885712},{'c': 104414885712},{'c': 104414885712},{'b': 104414885712},{'c': 104414885712},{'a': 104414885712},{'c': 104414885712},{'a': 104414885712},{'b': 104414885712},{'c': 104414885712},{'c': 104414885712},{'c': 104414885712},{'c': 104414885712},{'c': 104414885712}
JIZNUOHEEIVW35QVSGHPRNCJCC77XE625UGCTG5DVTSXBXLXRFBQWI7TUQ,RRALTHTPLY3XC2CQ2NCKSPZE2FSQETTF5RMEBNWGSBOD4EWJM2NA,4936638071,0,4936638071,,2025-07-01 20:56:53.101908+00:00,,,No,{'a': 4936638071},{'a': 4936638071},{'a': 4936638071},{'b': 4936638071},{'a': 4936638071},{'a': 4936638071},{'a': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'a': 4936638071},{'a': 4936638071},{'a': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'b': 4936638071},{'a': 4936638071},{'b': 4936638071}
7NV5FK7EUNXU333YYAKAGCYD7F4G47T7T2XNJMPJONY7NNSDOVYS54WLPI,6ETQNS2SC5AWBFUQCD76J47TFUTRIFG4CWNRNZQPPN6AVKTJZLGA,164000000,164000000,0,,2025-07-01 20:53:57.818578+00:00,,,No,{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'c': 164000000},{'a': 164000000},{'a': 164000000},{'a': 164000000},{'b': 164000000},{'c': 164000000},{'c': 164000000},{'a': 164000000},{'c': 164000000},{'a': 164000000},{'a': 164000000},{'a': 164000000},{'a': 164000000},{'a': 164000000}
27IM6YYIOXNV5D6SEOL3V5OTO6FAZHTWN6SFOOVTA6JKY5QDXWTXR65K6U,F4YDCROHEKL4MDJOAREC4VQV6PD4NKPKJ3AKEREUDUIBFSIBALFA,25000000,25000000,0,,2025-07-01 20:32:15.542772+00:00,,,No,{'a': 25000000},{'a': 25000000},{'a': 25000000},{'b': 25000000},{'a': 25000000},{'a': 25000000},{'a': 25000000},{'b': 25000000},{'a': 25000000},{'b': 25000000},{'b': 25000000},{'b': 25000000},{'b': 25000000},{'c': 25000000},{'c': 25000000},{'a': 25000000},{'c': 25000000},{'a': 25000000},{'b': 25000000},{'b': 25000000},{'c': 25000000},{'c': 25000000}
WTGJLFP4WLEZF73DTMCMNMGQRXVAHXED3TEL5AM6T6QBC2KHAW4VEMVY2A,LBSRVV7FHJFM22CT73MJLFCM4HGALSWULLE7GNCGQ5GWYROME4BA,1029875065,1029875065,0,,2025-07-01 20:15:36.513683+00:00,,,No,{'c': 1029875065},{'a': 1029875065},{'c': 1029875065},{'b': 1029875065},{'a': 1029875065},{'a': 1029875065},{'c': 1029875065},{'c': 1029875065},{'a': 1029875065},{'b': 1029875065},{'b': 1029875065},{'b': 1029875065},{'b': 1029875065},{'b': 1029875065},{'a': 1029875065},{'a': 1029875065},{'c': 1029875065},{'b': 1029875065},{'c': 1029875065},{'b': 1029875065},{'a': 1029875065},{'c': 1029875065}
NDRC3RXKXGJBQFCEEVUPRELPD5DQGALIDYMI66IHTOG6VDZGJERGYD6IUA,3PGPVO2RY2T4ATRBNJSE7RFODPDXKIRBARM4NZUK4SIDDGEINNJQ,62000000000,62000000000,0,,2025-07-01 20:08:02.371028+00:00,,,No,{'a': 62000000000},{'a': 62000000000},{'a': 62000000000},{'b': 62000000000},{'a': 62000000000},{'a': 62000000000},{'c': 62000000000},{'b': 62000000000},{'a': 62000000000},{'c': 62000000000},{'c': 62000000000},{'b': 62000000000},{'b': 62000000000},{'a': 62000000000},{'a': 62000000000},{'a': 62000000000},{'b': 62000000000},{'c': 62000000000},{'b': 62000000000},{'b': 62000000000},{'c': 62000000000},{'a': 62000000000}
UNOGSBOMDN2TWRVFB2ONAI4LXOYH4O3BDB2O4K7SJBAVJO5ZDFNWIC45TU,X7FZHFKQ56VUPYCXKAD66LTWTBUEK7TGISGRXWYETGXBNERQR4RQ,380000000,380000000,0,,2025-07-01 19:54:29.637593+00:00,,,No,{'a': 380000000},{'a': 380000000},{'a': 380000000},{'c': 380000000},{'a': 380000000},{'a': 380000000},{'a': 380000000},{'b': 380000000},{'a': 380000000},{'a': 380000000},{'b': 380000000},{'b': 380000000},{'b': 380000000},{'a': 380000000},{'a': 380000000},{'a': 380000000},{'b': 380000000},{'b': 380000000},{'b': 380000000},{'b': 380000000},{'a': 380000000},{'a': 380000000}
4Z6NGWOKKZEYGJEGXBVB54FIQPD356UV44UCWNKVZQROXBUTJXQDDL5A5A,5KSU24YUNM46LIOQALONQ2IPT3VFA27JJ6K5NOVKN3HYE42JWDEA,348689920000,75000000,348614920000,,2025-07-01 19:52:35.018909+00:00,,,No,{'a': 348689920000},{'a': 348689920000},{'a': 348689920000},{'b': 348689920000},{'a': 348689920000},{'a': 348689920000},{'a': 348689920000},{'b': 348689920000},{'a': 348689920000},{'c': 348689920000},{'c': 348689920000},{'c': 348689920000},{'b': 348689920000},{'b': 348689920000},{'a': 348689920000},{'a': 348689920000},{'c': 348689920000},{'a': 348689920000},{'a': 348689920000},{'a': 348689920000},{'a': 348689920000},{'a': 348689920000}
XRLDT6GYF2TGCJQBU6R4GR3IODYTVQNAOLJCEZPFDPIR7TFQZ6535E7H6E,RDBM4ZGZWOH27VABTGS2364FAO4TXJTUO6SO45NY3A457DOI2QEQ,1004824,1004824,0,,2025-07-01 19:40:11.832805+00:00,,,No,{'a': 1004824},{'a': 1004824},{'a': 1004824},{'b': 1004824},{'a': 1004824},{'a': 1004824},{'a': 1004824},{'b': 1004824},{'a': 1004824},{'b': 1004824},{'b': 1004824},{'a': 1004824},{'b': 1004824},{'a': 1004824},{'a': 1004824},{'a': 1004824},{'b': 1004824},{'b': 1004824},{'b': 1004824},{'b': 1004824},{'a': 1004824},{'b': 1004824}
7JF7ZPV5WMQLNU6HQNHHEZQBDPRUNIZZURA7ZBFOJH7B3KVNT7XAGFBTXI,YHDPT4TA2YUEAM53CABYLHVFERV7FZGA75PTYQF5VDXSZNF2Y34A,5925643959,5925643959,0,,2025-07-01 19:17:21.059473+00:00,,,No,{'c': 5925643959},{'a': 5925643959},{'a': 5925643959},{'c': 5925643959},{'a': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'a': 5925643959},{'a': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959},{'c': 5925643959}
